CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,cuisine,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50043313,MASTER SMOOTHIE,Bronx,1219A,CASTLE HILL AVE,10462,7184848358,"Juice, Smoothies, Fruit Salads",01/17/2023,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,01/17/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.83244011,-73.85117111,209,18,9200,,2,BX59,
50044343,AYADA THAI RESTAURANT,Queens,7708,WOODSIDE AVE,11373,7184240844,Thai,02-07-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,10/24/2023,Cycle Inspection / Initial Inspection,40.74355995,-73.88780157,404,25,48100,4037853,4015230004,QN29,
50051344,EL BURRITO NACHO & LA NOVA PIZZA,Brooklyn,1636,BROADWAY,11207,3474258390,Mexican,11/21/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,11/21/2022,10/24/2023,Cycle Inspection / Re-inspection,40.68489664,-73.91399468,316,41,37300,3040251,3014990012,BK79,
50035638,DUMPLING LEGEND,Queens,17661,UNION TPKE,11366,7183800028,Asian/Asian Fusion,06-06-22,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,42,,,10/24/2023,Cycle Inspection / Initial Inspection,40.72586692,-73.79142917,408,24,133900,4154571,4071870049,QN41,
50009132,DUNKIN,Manhattan,10,WEST   33 STREET,10001,2122390173,Donuts,06-06-22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,06-06-22,10/24/2023,Cycle Inspection / Initial Inspection,40.7479918,-73.98560704,105,4,7600,1083631,1008340049,MN17,
50119644,WENDY'S,Bronx,4330,BOSTON ROAD,10475,7183258750,American,07/27/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.88998551,-73.81998783,212,13,45600,2083072,2056550030,BX03,
50015696,AAA CARIDAD,Bronx,3108,WEBSTER AVENUE,10467,3472611758,Latin American,09-07-22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,29,,,10/24/2023,Cycle Inspection / Initial Inspection,40.87142066,-73.87649896,207,11,42500,2018658,2033570001,BX43,
41138983,HOTEL PIERRE-MAIN KITCHEN,Manhattan,2,EAST   61 STREET,10065,2128388000,American,02/16/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,,,10/24/2023,Cycle Inspection / Initial Inspection,40.76540201,-73.97186355,108,4,11401,1040809,1013750067,MN40,
50097252,RELAX,Brooklyn,68A,NEWELL STREET,11222,7183891665,,01-01-00,,,,Not Applicable,,,,10/24/2023,,40.72453753,-73.947218,301,33,57100,3066972,3026840069,BK76,
50067913,SHAKE SHACK,Manhattan,2957,BROADWAY,10025,6463835507,Hamburgers,05-10-23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,20,,,10/24/2023,Cycle Inspection / Initial Inspection,40.80785015,-73.96401763,109,7,20500,1057380,1018960072,MN09,
41651318,APERION PRODUCTION,Brooklyn,777,KENT AVENUE,11205,3475855596,Jewish/Kosher,04-12-22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,,10/24/2023,Cycle Inspection / Initial Inspection,40.6975671,-73.95999862,303,33,123700,3334524,3018840018,BK75,
40391639,MCDONALD'S,Bronx,85,BRUCKNER BOULEVARD,10454,7187421804,Hamburgers,01/24/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,01/24/2022,10/24/2023,Cycle Inspection / Re-inspection,40.80613556,-73.92579752,201,8,1900,2000562,2022960026,BX39,
50066712,THE CAFE,Manhattan,2,WEST LOOP ROAD,10044,3475562243,Coffee/Tea,05-03-22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,05-03-22,10/24/2023,Cycle Inspection / Initial Inspection,40.75654513,-73.95588069,108,5,23801,1090299,1013730035,MN31,
41156869,ZOMA,Manhattan,2084,FREDRICK DOUGLAS BOULEVARD,10026,2126620620,Ethiopian,03/26/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,31,,,10/24/2023,Cycle Inspection / Initial Inspection,40.80229233,-73.95690135,110,9,21600,1055127,1018280061,MN11,
50133384,BITES OF XI'AN,Manhattan,555,8 AVENUE,10018,2128401222,Chinese,03/30/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,32,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.75447004,-73.99181384,104,3,11100,1013623,1007610037,MN13,
50072348,TACOMBI,Manhattan,350,5 AVENUE,10118,2129675555,Tex-Mex,09/16/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,09/16/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.7482689,-73.98469027,105,4,7600,1015862,1008350041,MN17,
50010736,THINK COFFEE,Manhattan,568,6 AVENUE,10011,2122552817,Coffee/Tea,02/25/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,02/25/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.73852869,-73.99597286,105,3,5400,1015317,1008170085,MN13,
50095105,JOE BAKERY INC,Brooklyn,8517,18 AVENUE,11214,7183318828,Chinese,05/19/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,05/19/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.60765783,-74.00212486,311,38,27800,3165753,3063440001,BK28,
50117602,TAIM,Brooklyn,341,7 AVENUE,11215,3475990119,Mediterranean,02-08-23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,19,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.66651003,-73.98187586,306,39,15100,3026052,3010920073,BK37,
50054646,CHINA ONE RESTAURANT,Bronx,334,EAST GUN HILL ROAD,10467,7187980109,Chinese,06/15/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,35,,,10/24/2023,Cycle Inspection / Re-inspection,40.87880862,-73.87319806,207,11,42902,2018503,2033520039,BX43,
41599169,ROMA PIZZA,Brooklyn,85,7 AVENUE,11217,7187837334,Pizza,03/28/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.67467451,-73.97530517,306,39,15900,3024552,3010630003,BK37,
41086575,DUNKIN/BASKIN ROBBINS,Bronx,5501,BROADWAY,10463,7184322606,Donuts,03-09-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,03-09-20,10/24/2023,Cycle Inspection / Initial Inspection,40.87701234,-73.90625627,208,11,28900,2083132,2057000072,BX29,
50092107,THOMPSON CENTRAL PARK HOTEL - NEW YORK,Manhattan,118,WEST   57 STREET,10019,2122455000,American,12-08-21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,10/24/2023,Cycle Inspection / Initial Inspection,40.76465678,-73.97803331,105,4,13700,1023455,1010090019,MN17,
50100631,CHINA I,Brooklyn,5602,4 AVENUE,11220,9176716518,Chinese,02/23/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,,,10/24/2023,Cycle Inspection / Initial Inspection,40.64301501,-74.01617551,307,38,7400,3015279,3008380035,BK32,
50078486,THE BELL HOUSE OUTPOST,Brooklyn,201,36 STREET,11232,3472489486,Bottled Beverages,06/26/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,06/26/2019,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.65612772,-74.0074208,307,38,1800,3345565,3006910001,BK32,
50048671,JACQUES BRASSERIE,Manhattan,204,EAST   85 STREET,10028,2123272272,French,09/13/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,0,,,10/24/2023,Cycle Inspection / Compliance Inspection,40.77795627,-73.95408998,108,5,14601,1048756,1015300045,MN32,
41599164,DEL FRISCO'S GRILLE,Manhattan,60,ROCKEFELLER PLAZA,10020,2127670371,American,01-07-20,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,26,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75959271,-73.97806747,105,4,10400,1083859,1012660001,MN17,
41599675,ALOFT NEW YORK BROOKLYN,Brooklyn,216,DUFFIELD STREET,11201,7182563833,American,07/24/2023,Violations were cited in the following area(s).,20-Apr,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,10/24/2023,Administrative Miscellaneous / Re-inspection,40.69159215,-73.9843788,302,33,1500,3396736,3001450026,BK38,
50033207,ISTANBUL BAY TURKISH CAFE,Brooklyn,2202,86 STREET,11214,7187144300,Turkish,05/16/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.60184421,-73.9936656,311,47,29600,3167094,3063810037,BK28,
50085949,AUNT BUTCHIES OF BROOKLYN,Staten Island,4864,ARTHUR KILL ROAD,10309,7182270002,Italian,06/16/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,06/16/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.5235653,-74.23920515,503,51,22600,5095697,5075840065,SI11,
50001228,MOTORINO PIZZERIA,Brooklyn,139,BROADWAY,11211,7185998899,Pizza,03/17/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71038913,-73.96360513,301,34,54900,3063565,3024570044,BK73,
50056678,TOMPKINS SQUARE BAGELS,Manhattan,184,2 AVENUE,10003,7188109857,Bagels/Pretzels,01/27/2022,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,23,B,01/27/2022,10/24/2023,Cycle Inspection / Re-inspection,40.73074377,-73.98609427,103,2,4000,1006474,1004530006,MN22,
50116145,HIGH LINE CHICKEN & PIZZA,Brooklyn,263,SCHENECTADY AVENUE,11213,3472400637,Chicken,10/13/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,46,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.66954729,-73.93381936,308,35,35100,3037314,3013900007,BK61,
50107563,CHICKN ROTONDA,Queens,6458,DRY HARBOR RD,11379,9294132645,Filipino,10/27/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,33,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.71844596,-73.87264215,405,30,67700,4070125,4030160072,QN21,
50067755,CURRY INDIA RESTAURANT,Manhattan,148,WEST   49 STREET,10019,9172614903,Indian,01/26/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,10,A,01/26/2023,10/24/2023,Cycle Inspection / Re-inspection,40.75984046,-73.98229436,105,4,12500,1022698,1010010157,MN17,
50124448,Gu Xiang Wei,Queens,4247,MAIN ST,11355,9172871518,Chinese,08-01-22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,0,A,08-01-22,10/24/2023,Pre-permit (Operational) / Re-inspection,40.75391279,-73.82769487,407,20,79702,4115869,4051360008,QN22,
50034387,PARRILLA LATINA,Bronx,2501,WEBSTER AVENUE,10458,7183293000,Spanish,11/28/2022,Violations were cited in the following area(s).,19-Oct,Failure to display required signage about plastic straw availability.,Not Critical,,,,10/24/2023,Administrative Miscellaneous / Re-inspection,40.86104751,-73.8920421,205,15,39902,2094614,2030260041,BX05,
50100639,THE GOURMET BAGEL SHOPPE,Brooklyn,6220,AVENUE U,11234,3478429221,Bagels/Pretzels,05-05-22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,33,,,10/24/2023,Cycle Inspection / Initial Inspection,40.6157606,-73.91334211,318,46,69800,3238471,3084630006,BK45,
41690816,ACTION BURGER,Brooklyn,292,GRAHAM AVENUE,11211,7185994376,American,07/15/2022,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,19,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71226414,-73.94400299,301,34,49500,3069434,3027830006,BK90,
50072108,UT47 MANHATTAN,Manhattan,358,WEST   47 STREET,10036,9045990688,Coffee/Tea,05-04-18,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18,,,10/24/2023,Cycle Inspection / Initial Inspection,40.76106822,-73.98908042,104,3,12700,1085022,1010370059,MN15,
40482600,WINTER GARDEN THEATER,Manhattan,1634,BROADWAY,10019,2125867610,American,07-05-17,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,32,C,07-05-17,10/24/2023,Cycle Inspection / Re-inspection,40.76155893,-73.98394359,105,4,13100,1024810,1010220026,MN17,
41505017,MORGAN STANLEY CONFERENCE CENTER,Manhattan,522,5 AVENUE,10036,2122966699,American,06/23/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,06/23/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.75450705,-73.98014457,105,4,9600,1034212,1012597502,MN17,
50064941,MR WISH,Queens,8062,LEFFERTS BLVD,11415,3477847172,"Juice, Smoothies, Fruit Salads",07/14/2022,Violations were cited in the following area(s).,16-Mar,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Applicable,,,,10/24/2023,Calorie Posting / Initial Inspection,40.7092969,-73.82976923,409,29,77500,4079723,4033370083,QN60,
50111502,DIAMOND FOREST CHINESE FOOD,Staten Island,356,FOREST AVENUE,10301,7187206669,Chinese,07/21/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,07/21/2021,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.63110576,-74.10118246,501,49,5900,5006847,5002510004,SI35,
50075962,CHAMPION PIZZA,Manhattan,17,CLEVELAND PLACE,10012,2122263777,Pizza,06/14/2022,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.72159627,-73.99733757,102,1,4100,1007195,1004810008,MN24,
50061461,TERMINAL 5,Manhattan,610,WEST   56 STREET,10019,2813630900,American,10/27/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,10/27/2017,10/24/2023,Pre-permit (Operational) / Re-inspection,40.76984073,-73.99241485,104,6,13500,1027161,1011030039,MN15,
50102376,ZERDA,Brooklyn,101,SMITH STREET,11201,3479874716,Mediterranean,08-02-21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,22,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.68831821,-73.98936282,302,33,4300,3335912,3001820001,BK38,
50069610,YUMMY MACHI,Staten Island,2236,FOREST AVENUE,10303,7188767788,Japanese,01/18/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,01/18/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.6269102,-74.16411893,501,49,30302,5156994,5016850078,SI12,
50105206,JAJAJA,Manhattan,63,CARMINE STREET,10014,6507995693,Mexican,11-08-21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,24,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.72972347,-74.00435495,102,3,6700,1009769,1005820041,MN23,
50107450,FIELDTRIP,Manhattan,30,ROCKEFELLER PLAZA,10112,6466698595,American,04/27/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,04/27/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.75874744,-73.97869222,105,4,10400,1076262,1012657501,MN17,
50095387,HALAL BOYZ,Queens,18320,HORACE HARDING EXPY,11365,9293622277,Middle Eastern,12/14/2022,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,21,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73944682,-73.79075138,408,24,134100,4152789,4070720009,QN41,
50054609,CHINA WOK III,Bronx,2459,WEBSTER AVENUE,10458,7185842488,Chinese,01/22/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,,,10/24/2023,Cycle Inspection / Initial Inspection,40.86014534,-73.89295098,205,15,39902,2011078,2030260059,BX05,
41421764,CHECKERS,Queens,8345,PARSONS BOULEVARD,11432,7182914738,Hamburgers,12-06-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,12-06-22,10/24/2023,Cycle Inspection / Initial Inspection,40.71480348,-73.80755957,408,24,45000,4148623,4068620340,QN35,
40395110,PRIMA PASTA & CAFE,Queens,161-50,CROSSBAY BOULEVARD,11414,7186597278,Italian,06/14/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,62,,,10/24/2023,Cycle Inspection / Initial Inspection,40.65497437,-73.83884996,410,32,89200,4294016,4140480083,QN57,
50132596,GLAZE,Manhattan,350,HUDSON STREET,10014,2129331322,Asian/Asian Fusion,08/22/2023,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,13,A,08/22/2023,10/24/2023,Pre-permit (Operational) / Re-inspection,40.72754124,-74.00727364,102,3,3700,1009750,1005800039,MN24,
50131678,WILD RABBIT COFFEE,Manhattan,110,EAST    7 STREET,10009,6462845751,Coffee/Tea,08/22/2023,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,28,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.72650017,-73.98464118,103,2,3200,1005784,1004340019,MN22,
50034728,THE MERMAID INN,Manhattan,570,AMSTERDAM AVENUE,10024,2127997400,Seafood,12/26/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,12/26/2019,10/24/2023,Cycle Inspection / Initial Inspection,40.78872475,-73.97426238,107,6,17500,1033213,1012350034,MN12,
50118527,BK TOP-NOTCH RESTAURANT,Brooklyn,7406,NEW UTRECHT AVENUE,11204,7182562138,Bakery Products/Desserts,04/20/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,42,,,10/24/2023,Cycle Inspection / Initial Inspection,40.61645488,-73.99976227,311,38,18800,3159557,3062140013,BK28,
50111168,18TH AVE CAFE G,Brooklyn,8611,18 AVENUE,11214,9179722575,Eastern European,08/30/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.60685907,-74.00304319,311,47,27800,3166604,3063690041,BK28,
50072454,DUNKIN,Manhattan,381,CANAL STREET,10013,2126191222,Donuts,01-05-23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,41,,,10/24/2023,Cycle Inspection / Initial Inspection,40.72141231,-74.00471877,102,1,4700,1002935,1002270001,MN24,
50047362,CAFE HONG KONG,Manhattan,51,BAYARD STREET,10013,2126085359,Chinese,03/15/2022,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,68,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71523665,-73.9974244,103,1,2900,1001797,1001630029,MN27,
50131640,JUMAK,Queens,14906,NORTHERN BLVD,11354,3478048719,Korean,05/25/2023,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,2,A,05/25/2023,10/24/2023,Pre-permit (Operational) / Re-inspection,40.76533071,-73.81686766,407,20,115700,4595272,4050177503,QN51,
50097427,LAND THAI KITCHEN,Manhattan,450,AMSTERDAM AVENUE,10024,2125018121,Thai,12/14/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,28,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.7848525,-73.97709135,107,6,16700,1032685,1012290034,MN12,
50105168,SAN JERONIMO RESTAURANT & BAKERY,Staten Island,461,PORT RICHMOND AVENUE,10302,3476154893,Mexican,10-05-22,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,17,N,,10/24/2023,Cycle Inspection / Initial Inspection,40.63122838,-74.13872671,501,49,21300,5024787,5010480004,SI28,
41089834,MURRAY HILL DINER,Manhattan,222,LEXINGTON AVENUE,10016,2126866667,American,04/14/2023,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,8,A,04/14/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.74589123,-73.98010384,105,2,7200,1018492,1008890015,MN20,
50071760,ELYON RESTAURANT,Queens,21221,JAMAICA AVE,11428,2292065060,Caribbean,02/14/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,28,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71586679,-73.74605868,413,23,54200,4226101,4106010036,QN34,
50039977,KINGS WOK,Queens,4912,30TH AVE,11377,9176052119,Chinese,03-10-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,03-10-20,10/24/2023,Cycle Inspection / Initial Inspection,40.76029025,-73.90734889,401,22,16300,4013772,4007400049,QN70,
40535467,CHIU HONG BAKERY,Manhattan,161,MOTT STREET,10013,2129667664,Bakery Products/Desserts,03-01-22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71957335,-73.99628064,102,1,4100,1006990,1004710049,MN24,
50118368,SEATTLE CAFE,Manhattan,2,PENN PLZ,10121,2019365625,American,10/19/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,Z,10/19/2023,10/24/2023,Cycle Inspection / Re-inspection,40.75000977,-73.99134519,105,3,10100,1083026,1007810002,MN17,
50068505,SERAFINA 105,Manhattan,2735-2737,BROADWAY,10025,2123010664,Italian,07/25/2022,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,57,,,10/24/2023,Cycle Inspection / Initial Inspection,40.80029231,-73.96804901,107,6,19100,1056602,1018760058,MN12,
50048300,DYNASTY,Queens,14718,NORTHERN BLVD,11354,7189615381,Chinese,04/15/2022,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,04/15/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.76515857,-73.8190919,407,20,116300,4113528,4050160027,QN51,
